,Nazwa,Pikinier,Halabardnik,Łucznik,Kusznik,Gryf,Gryf królewski,Zbrojny,Krzyżowiec,Mnich,Kapłan,Kawalerzysta,Czempion,Anioł,Archanioł
131,Rdzawy smok,0.00302651988045,0.00435062232815,0.00476676881171,0.00696099572504,0.0132788559755,0.0169485113305,0.016835016835,0.0222449211213,0.0183482767752,0.0283736238792,0.073620096092,0.0794461468619,0.189876291,0.332009230886
132,Czarodziej,0.0661157024793,0.095041322314,0.104132231405,0.152066115702,0.290082644628,0.370247933884,0.367768595041,0.485950413223,0.400826446281,0.619834710744,1.60826446281,1.73553719008,4.1479338843,7.25289256198
133,Strzelec,0.136752136752,0.196581196581,0.215384615385,0.31452991453,0.6,0.765811965812,0.760683760684,1.00512820513,0.82905982906,1.28205128205,3.3264957265,3.58974358974,8.57948717949,15.0017094017
134,Niziołek,1.06666666667,1.53333333333,1.68,2.45333333333,4.68,5.97333333333,5.93333333333,7.84,6.46666666667,10.0,25.9466666667,28.0,66.92,117.013333333
135,Chłop,5.33333333333,7.66666666667,8.4,12.2666666667,23.4,29.8666666667,29.6666666667,39.2,32.3333333333,50.0,129.733333333,140.0,334.6,585.066666667
136,Knurzy jeździec,0.551724137931,0.793103448276,0.868965517241,1.26896551724,2.42068965517,3.08965517241,3.06896551724,4.05517241379,3.34482758621,5.1724137931,13.4206896552,14.4827586207,34.6137931034,60.524137931
137,Mumia,0.296296296296,0.425925925926,0.466666666667,0.681481481481,1.3,1.65925925926,1.64814814815,2.17777777778,1.7962962963,2.77777777778,7.20740740741,7.77777777778,18.5888888889,32.5037037037
138,Nomad,0.231884057971,0.333333333333,0.365217391304,0.533333333333,1.01739130435,1.29855072464,1.28985507246,1.70434782609,1.40579710145,2.17391304348,5.64057971014,6.08695652174,14.547826087,25.4376811594
139,Rozbójnik,0.592592592593,0.851851851852,0.933333333333,1.36296296296,2.6,3.31851851852,3.2962962963,4.35555555556,3.59259259259,5.55555555556,14.4148148148,15.5555555556,37.1777777778,65.0074074074
140,Troll,0.078125,0.1123046875,0.123046875,0.1796875,0.3427734375,0.4375,0.4345703125,0.57421875,0.4736328125,0.732421875,1.900390625,2.05078125,4.9013671875,8.5703125
